"icd10","visit_type2","monthly_expenditure"
"T8529XA","Inpatient",NA
"T8529XA","Outpatient",1225.8794
"T8529XD","Inpatient",NA
"T8529XD","Outpatient",544.18353
"T8529XS","Inpatient",NA
"T8529XS","Outpatient",578.39728
"T85310A","Inpatient",NA
"T85310A","Outpatient",773.62988
"T85311A","Inpatient",NA
"T85311A","Outpatient",2405.7058
"T85311D","Inpatient",NA
"T85311D","Outpatient",395.17999
"T85318A","Inpatient",NA
"T85318A","Outpatient",1914.218
"T85318D","Inpatient",NA
"T85318D","Outpatient",389.10791
"T85318S","Inpatient",NA
"T85318S","Outpatient",439.54874
"T85320A","Inpatient",NA
"T85320A","Outpatient",1197.7229
"T85321A","Inpatient",NA
"T85321A","Outpatient",1346.483
"T85328A","Inpatient",13492.455
"T85328A","Outpatient",1761.0093
"T85328D","Inpatient",NA
"T85328D","Outpatient",579.28351
"T85328S","Inpatient",NA
"T85328S","Outpatient",750.92059
"T85390A","Inpatient",NA
"T85390A","Outpatient",1392.4858
"T85390D","Inpatient",NA
"T85390D","Outpatient",1358.389
"T85391A","Inpatient",NA
"T85391A","Outpatient",1474.2194
"T85391D","Inpatient",NA
"T85391D","Outpatient",564.82739
"T85398A","Inpatient",6055.2231
"T85398A","Outpatient",1419.708
"T85398D","Inpatient",NA
"T85398D","Outpatient",523.35919
"T85398S","Inpatient",NA
"T85398S","Outpatient",600.80859
"T8541XA","Inpatient",8725.1797
"T8541XA","Outpatient",2650.5889
"T8541XD","Inpatient",NA
"T8541XD","Outpatient",993.60986
"T8541XS","Inpatient",NA
"T8541XS","Outpatient",530.81604
"T8542XA","Inpatient",12232.924
"T8542XA","Outpatient",3474.2424
"T8542XD","Inpatient",NA
"T8542XD","Outpatient",556.35583
"T8542XS","Inpatient",NA
"T8542XS","Outpatient",374.47998
"T8543XA","Inpatient",7617.7754
"T8543XA","Outpatient",1661.8811
"T8543XD","Inpatient",4863.6172
"T8543XD","Outpatient",531.97418
"T8543XS","Inpatient",NA
"T8543XS","Outpatient",465.15332
"T8544XA","Inpatient",10927.428
"T8544XA","Outpatient",3357.8901
"T8544XD","Inpatient",2696.0889
"T8544XD","Outpatient",733.85474
"T8544XS","Inpatient",NA
"T8544XS","Outpatient",1290.1233
"T8549XA","Inpatient",8175.626
"T8549XA","Outpatient",1648.5853
"T8549XD","Inpatient",3990.3135
"T8549XD","Outpatient",502.95679
"T8549XS","Inpatient",NA
"T8549XS","Outpatient",443.39905
"T85510A","Inpatient",11439.23
"T85510A","Outpatient",1848.6259
"T85510D","Inpatient",NA
"T85510D","Outpatient",887.76074
"T85511A","Inpatient",10517.558
"T85511A","Outpatient",212.05988
"T85518A","Inpatient",9749.9297
"T85518A","Outpatient",898.49194
"T85518D","Inpatient",4813.271
"T85518D","Outpatient",702.474
"T85518S","Inpatient",NA
"T85518S","Outpatient",796.49933
"T85520A","Inpatient",13582.034
"T85520A","Outpatient",1701.5603
"T85520D","Inpatient",4573.9888
"T85520D","Outpatient",1023.3119
"T85520S","Inpatient",NA
"T85520S","Outpatient",1085.6478
"T85521A","Inpatient",16139.783
"T85521A","Outpatient",1623.5618
"T85528A","Inpatient",10519.773
"T85528A","Outpatient",804.74695
"T85528D","Inpatient",3303.2822
"T85528D","Outpatient",390.93649
"T85528S","Inpatient",NA
"T85528S","Outpatient",299.84134
"T85590A","Inpatient",12997.139
"T85590A","Outpatient",2278.5044
"T85590D","Inpatient",2659.9263
"T85590D","Outpatient",1187.2715
"T85590S","Inpatient",NA
"T85590S","Outpatient",805.34875
"T85591A","Inpatient",12388.673
"T85591A","Outpatient",1475.4033
"T85598A","Inpatient",8656.3486
"T85598A","Outpatient",593.84607
"T85598D","Inpatient",4001.71
"T85598D","Outpatient",347.99423
"T85598S","Inpatient",5109.7476
"T85598S","Outpatient",378.75092
"T85610A","Inpatient",13959.516
"T85610A","Outpatient",4050.22
"T85610D","Inpatient",2747.8833
"T85610D","Outpatient",1124.3461
"T85610S","Inpatient",NA
"T85610S","Outpatient",801.0694
"T85611A","Inpatient",19528.857
"T85611A","Outpatient",2360.8474
"T85611D","Inpatient",4773.9873
"T85611D","Outpatient",824.99841
"T85611S","Inpatient",4432.6294
"T85611S","Outpatient",405.01038
"T85612A","Inpatient",16968.109
"T85612A","Outpatient",755.8382
"T85612D","Inpatient",NA
"T85612D","Outpatient",375.6629
"T85612S","Inpatient",NA
"T85612S","Outpatient",131.97467
"T85613A","Inpatient",24414.555
"T85613A","Outpatient",1294.1978
"T85613D","Inpatient",NA
"T85613D","Outpatient",1043.8092
"T85614A","Inpatient",11783.245
"T85614A","Outpatient",961.74194
"T85615A","Inpatient",18058.354
"T85615A","Outpatient",8013.5898
"T85615D","Inpatient",15618.366
"T85615D","Outpatient",3082.3738
"T85615S","Inpatient",NA
"T85615S","Outpatient",2138.1667
"T85618A","Inpatient",12684.729
"T85618A","Outpatient",2135.6804
"T85618D","Inpatient",5592.1973
"T85618D","Outpatient",975.07727
"T85618S","Inpatient",NA
"T85618S","Outpatient",305.46313
"T85620A","Inpatient",16605.912
"T85620A","Outpatient",3561.4067
"T85621A","Inpatient",21503.959
"T85621A","Outpatient",2162.5291
"T85621D","Inpatient",NA
"T85621D","Outpatient",560.36298
"T85621S","Inpatient",NA
"T85621S","Outpatient",1497.9205
"T85622A","Inpatient",10511.104
"T85622A","Outpatient",1111.8269
"T85624A","Inpatient",12390.642
"T85624A","Outpatient",692.79553
"T85625A","Inpatient",17682.238
"T85625A","Outpatient",5105.1333
"T85625D","Inpatient",NA
"T85625D","Outpatient",819.88196
"T85628A","Inpatient",13144.138
"T85628A","Outpatient",1398.9053
"T85628D","Inpatient",8371.9443
"T85628D","Outpatient",1030.9994
"T85628S","Inpatient",NA
"T85628S","Outpatient",641.99475
"T85630A","Inpatient",16940.402
"T85630A","Outpatient",4076.3784
"T85631A","Inpatient",17479.926
"T85631A","Outpatient",1034.1681
"T85631D","Inpatient",NA
"T85631D","Outpatient",224.01834
"T85635A","Inpatient",20624.939
"T85635A","Outpatient",4547.7354
"T85638A","Inpatient",13477.181
"T85638A","Outpatient",1116.0812
"T85638D","Inpatient",5124.8315
"T85638D","Outpatient",533.49725
"T85638S","Inpatient",NA
"T85638S","Outpatient",459.76001
"T85690A","Inpatient",9412.4561
"T85690A","Outpatient",2134.5554
"T85690D","Inpatient",NA
"T85690D","Outpatient",1023.844
"T85691A","Inpatient",12890.171
"T85691A","Outpatient",1484.1649
"T85691D","Inpatient",3154.2915
"T85691D","Outpatient",673.67993
"T85691S","Inpatient",4858.5474
"T85691S","Outpatient",800.80939
"T85692A","Inpatient",11449.235
"T85692A","Outpatient",992.18048
"T85692D","Inpatient",NA
"T85692D","Outpatient",240.96201
"T85692S","Inpatient",NA
"T85692S","Outpatient",224.97353
"T85693A","Inpatient",10522.282
"T85693A","Outpatient",1976.0897
"T85693D","Inpatient",NA
"T85693D","Outpatient",246.70168
"T85694A","Inpatient",12044.545
"T85694A","Outpatient",682.27637
"T85695A","Inpatient",17537.477
"T85695A","Outpatient",6613.5171
"T85695D","Inpatient",13421.264
"T85695D","Outpatient",1887.6195
"T85695S","Inpatient",NA
"T85695S","Outpatient",525.54651
"T85698A","Inpatient",9259.249
"T85698A","Outpatient",1273.2041
"T85698D","Inpatient",7470.3838
"T85698D","Outpatient",546.10779
"T85698S","Inpatient",7165.1929
"T85698S","Outpatient",844.66882
"T8571XA","Inpatient",21967.91
"T8571XA","Outpatient",1207.8342
"T8571XD","Inpatient",5689.1162
"T8571XD","Outpatient",398.91785
"T8571XS","Inpatient",4676.2515
"T8571XS","Outpatient",463.35593
"T8572XA","Inpatient",11310.726
"T8572XA","Outpatient",393.05881
"T85730A","Inpatient",35769.344
"T85730A","Outpatient",1208.5056
"T85730D","Inpatient",10251.897
"T85730D","Outpatient",435.45963
"T85730S","Inpatient",4979.9243
"T85730S","Outpatient",233.29674
"T85731A","Inpatient",17861.869
"T85731A","Outpatient",1666.0564
"T85731D","Inpatient",12463.337
"T85731D","Outpatient",204.7935
"T85732A","Inpatient",13284.253
"T85732A","Outpatient",2065.0166
"T85732D","Inpatient",NA
"T85732D","Outpatient",894.88336
"T85733A","Inpatient",20083.729
"T85733A","Outpatient",1426.7328
"T85733D","Inpatient",6691.7344
"T85733D","Outpatient",595.03448
"T85733S","Inpatient",NA
"T85733S","Outpatient",1006.7749
"T85734A","Inpatient",16983.502
"T85734A","Outpatient",2225.9277
"T85734D","Inpatient",8387.6367
"T85734D","Outpatient",991.22632
"T85735A","Inpatient",19896.639
"T85735A","Outpatient",1477.458
"T85735D","Inpatient",6337.9004
"T85735D","Outpatient",442.54263
"T85738A","Inpatient",22241.283
"T85738A","Outpatient",2504.1255
"T85738D","Inpatient",9826.1289
"T85738D","Outpatient",1036.2849
"T85738S","Inpatient",6522.4438
"T85738S","Outpatient",832.66888
"T8579XA","Inpatient",17296.207
"T8579XA","Outpatient",1051.9044
"T8579XD","Inpatient",7945.1753
"T8579XD","Outpatient",340.18509
"T8579XS","Inpatient",6925.7031
"T8579XS","Outpatient",385.18909
"T85818A","Inpatient",9995.8672
"T85818A","Outpatient",1006.7255
"T85818D","Inpatient",NA
"T85818D","Outpatient",185.48175
"T85818S","Inpatient",NA
"T85818S","Outpatient",167.47304
"T8581XA","Inpatient",14188.562
"T8581XA","Outpatient",1370.2209
"T85820A","Inpatient",NA
"T85820A","Outpatient",1414.7795
"T85828A","Inpatient",6951.0645
"T85828A","Outpatient",2122.0198
"T85828D","Inpatient",NA
"T85828D","Outpatient",651.62085
"T85828S","Inpatient",NA
"T85828S","Outpatient",282.62735
"T8582XA","Inpatient",14021.833
"T8582XA","Outpatient",1132.8322
"T8582XD","Inpatient",NA
"T8582XD","Outpatient",453.62466
"T85830A","Inpatient",23634.434
"T85830A","Outpatient",1107.1982
"T85838A","Inpatient",14781.2
"T85838A","Outpatient",667.70514
"T85838D","Inpatient",7206.8652
"T85838D","Outpatient",325.91223
"T85838S","Inpatient",NA
"T85838S","Outpatient",208.96077
"T8583XA","Inpatient",14460.48
"T8583XA","Outpatient",620.84503
"T85840A","Inpatient",14043.826
"T85840A","Outpatient",3982.2842
"T85840D","Inpatient",NA
"T85840D","Outpatient",1871.557
"T85840S","Inpatient",NA
"T85840S","Outpatient",1577.1956
"T85848A","Inpatient",9790.3018
"T85848A","Outpatient",1023.9435
"T85848D","Inpatient",5815.769
"T85848D","Outpatient",363.42078
"T85848S","Inpatient",4232.8105
"T85848S","Outpatient",405.43158
"T8584XA","Inpatient",10227.294
"T8584XA","Outpatient",1679.7136
"T8584XD","Inpatient",7491.6641
"T8584XD","Outpatient",491.90744
"T8584XS","Inpatient",NA
"T8584XS","Outpatient",652.81958
"T85850A","Inpatient",20661.619
"T85850A","Outpatient",4560.5513
"T85858A","Inpatient",14695.737
"T85858A","Outpatient",3051.0308
"T85858D","Inpatient",NA
"T85858D","Outpatient",1582.838
"T85858S","Inpatient",NA
"T85858S","Outpatient",488.5853
"T8585XA","Inpatient",13803.331
"T8585XA","Outpatient",2895.3281
"T8585XD","Inpatient",NA
"T8585XD","Outpatient",767.19556
"T8585XS","Inpatient",NA
"T8585XS","Outpatient",426.39581
"T85860A","Inpatient",16734.469
"T85860A","Outpatient",2946.665
"T85868A","Inpatient",11962.79
"T85868A","Outpatient",2848.5452
"T85868D","Inpatient",4765.4673
"T85868D","Outpatient",685.42371
"T85868S","Inpatient",NA
"T85868S","Outpatient",906.0072
"T8586XA","Inpatient",15584.966
"T8586XA","Outpatient",2478.3416
"T8586XD","Inpatient",NA
"T8586XD","Outpatient",1281.3353
"T85890A","Inpatient",16700.41
"T85890A","Outpatient",6481.5913
"T85890D","Inpatient",16470.307
"T85890D","Outpatient",1513.676
"T85898A","Inpatient",13162.123
"T85898A","Outpatient",1870.1377
"T85898D","Inpatient",13009.407
"T85898D","Outpatient",762.05249
"T85898S","Inpatient",NA
"T85898S","Outpatient",1522.835
"T8589XA","Inpatient",13930.161
"T8589XA","Outpatient",2331.9097
"T8589XD","Inpatient",6047.9438
"T8589XD","Outpatient",1181.2435
"T8589XS","Inpatient",NA
"T8589XS","Outpatient",1220.676
"T859XXA","Inpatient",8362.8408
"T859XXA","Outpatient",991.82288
"T859XXD","Inpatient",7148.8525
"T859XXD","Outpatient",515.77777
"T859XXS","Inpatient",5006.3184
"T859XXS","Outpatient",560.81024
"T8600","Inpatient",14711.662
"T8600","Outpatient",1584.4312
"T8601","Inpatient",9227.7031
"T8601","Outpatient",2144.1008
"T8602","Inpatient",46352.773
"T8602","Outpatient",2524.6101
"T8603","Inpatient",14120.994
"T8603","Outpatient",1935.5983
"T8609","Inpatient",26403.537
"T8609","Outpatient",3155.4116
"T8610","Inpatient",3224.8264
"T8610","Outpatient",497.73093
"T8611","Inpatient",18350.557
"T8611","Outpatient",1857.834
"T8612","Inpatient",18058.52
"T8612","Outpatient",837.83148
"T8613","Inpatient",14219.101
"T8613","Outpatient",801.25
"T8619","Inpatient",12838.385
"T8619","Outpatient",1181.3391
"T8620","Inpatient",2996.449
"T8620","Outpatient",350.211
"T8621","Inpatient",27208.332
"T8621","Outpatient",2554.0728
"T8622","Inpatient",28925.615
"T8622","Outpatient",1312.2195
"T8623","Inpatient",16066.516
"T8623","Outpatient",378.84607
"T86290","Inpatient",41115.324
"T86290","Outpatient",1484.6659
"T86298","Inpatient",21972.307
"T86298","Outpatient",916.99731
"T8630","Inpatient",NA
"T8630","Outpatient",213.90788
"T8631","Inpatient",7435.5425
"T8631","Outpatient",844.30603
"T8632","Inpatient",NA
"T8632","Outpatient",228.47365
"T8639","Inpatient",10423.864
"T8639","Outpatient",1400.3492
"T8640","Inpatient",4259.1636
"T8640","Outpatient",197.12294
"T8641","Inpatient",22110.262
"T8641","Outpatient",804.05432
"T8642","Inpatient",35099.676
"T8642","Outpatient",616.61237
"T8643","Inpatient",24497.076
"T8643","Outpatient",454.75235
"T8649","Inpatient",20538.986
"T8649","Outpatient",1041.4679
"T865","Inpatient",39971.688
"T865","Outpatient",3666.571
"T86810","Inpatient",27015.498
"T86810","Outpatient",1749.5725
"T86811","Inpatient",42290.508
"T86811","Outpatient",1242.5043
"T86812","Inpatient",32024.801
"T86812","Outpatient",1034.0406
"T86818","Inpatient",27040.584
"T86818","Outpatient",1112.9066
"T86819","Inpatient",4733.5
"T86819","Outpatient",496.16064
"T86820","Inpatient",7737.9072
"T86820","Outpatient",1667.2499
"T86821","Inpatient",15734.968
"T86821","Outpatient",2301.5532
"T86822","Inpatient",15560.742
"T86822","Outpatient",941.9895
"T86828","Inpatient",11563.966
"T86828","Outpatient",1962.9105
"T86829","Inpatient",6816.4321
"T86829","Outpatient",652.28851
"T86830","Inpatient",NA
"T86830","Outpatient",256.19519
"T86831","Inpatient",21229.471
"T86831","Outpatient",1940.26
"T86832","Inpatient",20524.105
"T86832","Outpatient",721.66821
"T86838","Inpatient",19923.873
"T86838","Outpatient",1147.5176
"T86839","Inpatient",NA
"T86839","Outpatient",160.85352
"T86840","Inpatient",5085.6592
"T86840","Outpatient",620.87695
"T86841","Inpatient",6916.6733
"T86841","Outpatient",3259.8013
"T86842","Inpatient",15291.573
"T86842","Outpatient",1514.1217
"T86848","Inpatient",14154.641
"T86848","Outpatient",940.06268
"T86849","Inpatient",NA
"T86849","Outpatient",464.05893
"T86850","Inpatient",57824.777
"T86850","Outpatient",1351.2604
"T86851","Inpatient",31467.389
"T86851","Outpatient",3279.3481
"T86852","Inpatient",11130.973
"T86852","Outpatient",NA
"T86858","Inpatient",28825.074
"T86858","Outpatient",2013.3372
"T86859","Inpatient",1282.9841
"T86859","Outpatient",235.34801
"T86890","Inpatient",16276.973
"T86890","Outpatient",1048.9409
"T86891","Inpatient",21634.27
"T86891","Outpatient",635.98254
"T86892","Inpatient",25010.072
"T86892","Outpatient",499.73154
"T86898","Inpatient",21981.543
"T86898","Outpatient",671.427
"T86899","Inpatient",3822.4453
"T86899","Outpatient",280.94595
"T8690","Inpatient",3613.438
"T8690","Outpatient",474.74216
"T8691","Inpatient",1261.14
"T8691","Outpatient",1277.2611
"T8692","Inpatient",NA
"T8692","Outpatient",819.74878
"T8693","Inpatient",5320.3037
"T8693","Outpatient",250.11792
"T8699","Inpatient",8371.8623
"T8699","Outpatient",1488.8735
"T870X1","Inpatient",NA
"T870X1","Outpatient",601.50812
"T870X2","Inpatient",NA
"T870X2","Outpatient",1150.7635
"T871X1","Inpatient",NA
"T871X1","Outpatient",1615.5112
"T871X2","Inpatient",NA
"T871X2","Outpatient",1072.043
"T871X9","Inpatient",NA
"T871X9","Outpatient",396.72275
"T872","Inpatient",NA
"T872","Outpatient",492.44205
"T8730","Inpatient",NA
"T8730","Outpatient",274.99838
"T8731","Inpatient",NA
"T8731","Outpatient",885.32074
"T8732","Inpatient",7544.3799
"T8732","Outpatient",1211.6409
"T8733","Inpatient",9832.6777
"T8733","Outpatient",752.31873
"T8734","Inpatient",11985.842
"T8734","Outpatient",1020.2136
"T8740","Inpatient",5459.8896
"T8740","Outpatient",327.70825
"T8741","Inpatient",14480.66
"T8741","Outpatient",931.76385
"T8742","Inpatient",15070.92
"T8742","Outpatient",785.78546
"T8743","Inpatient",18315.492
"T8743","Outpatient",686.02588
"T8744","Inpatient",18470.074
"T8744","Outpatient",682.99493
"T8750","Inpatient",5175.397
"T8750","Outpatient",348.35345
"T8751","Inpatient",13680.862
"T8751","Outpatient",1540.7826
"T8752","Inpatient",12154.311
"T8752","Outpatient",1358.5299
"T8753","Inpatient",15871.298
"T8753","Outpatient",862.60217
"T8754","Inpatient",15262.371
"T8754","Outpatient",961.52539
"T8781","Inpatient",16969.545
"T8781","Outpatient",863.81213
"T8789","Inpatient",12174.933
"T8789","Outpatient",691.70349
"T879","Inpatient",3521.3154
"T879","Outpatient",408.66531
"T880XXA","Inpatient",10312.832
"T880XXA","Outpatient",383.27032
"T880XXD","Inpatient",NA
"T880XXD","Outpatient",65.868149
"T881XXA","Inpatient",6965.77
"T881XXA","Outpatient",244.41612
"T881XXD","Inpatient",NA
"T881XXD","Outpatient",151.03098
"T881XXS","Inpatient",NA
"T881XXS","Outpatient",116.36875
"T882XXA","Inpatient",16188.786
"T882XXA","Outpatient",966.2179
"T883XXA","Inpatient",3718.6711
"T883XXA","Outpatient",329.65625
"T883XXD","Inpatient",NA
"T883XXD","Outpatient",575.99792
"T883XXS","Inpatient",NA
"T883XXS","Outpatient",571.94238
"T884XXA","Inpatient",3688.4412
"T884XXA","Outpatient",587.86829
"T884XXD","Inpatient",743.28601
"T884XXD","Outpatient",220.76393
"T884XXS","Inpatient",NA
"T884XXS","Outpatient",177.1174
"T8851XA","Inpatient",3581.1978
"T8851XA","Outpatient",878.04968
"T8852XA","Inpatient",NA
"T8852XA","Outpatient",170.36201
"T8852XD","Inpatient",NA
"T8852XD","Outpatient",114.92667
"T8853XA","Inpatient",NA
"T8853XA","Outpatient",951.40485
"T8859XA","Inpatient",13252.075
"T8859XA","Outpatient",1129.9758
"T8859XD","Inpatient",8399.7598
"T8859XD","Outpatient",248.62143
"T8859XS","Inpatient",NA
"T8859XS","Outpatient",166.58945
"T886XXA","Inpatient",11026.271
"T886XXA","Outpatient",1157.4578
"T886XXD","Inpatient",6733.1094
"T886XXD","Outpatient",239.21666
"T886XXS","Inpatient",3267.189
"T886XXS","Outpatient",205.68042
"T887XXA","Inpatient",1709.3712
"T887XXA","Outpatient",239.36183
"T887XXD","Inpatient",5956.2334
"T887XXD","Outpatient",190.15639
"T887XXS","Inpatient",6526.8076
"T887XXS","Outpatient",162.61589
"T888XXA","Inpatient",4886.8018
"T888XXA","Outpatient",364.42703
"T888XXD","Inpatient",4999.6821
"T888XXD","Outpatient",312.58182
"T888XXS","Inpatient",6612.3018
"T888XXS","Outpatient",403.21109
"T889XXA","Inpatient",4656.3706
"T889XXA","Outpatient",316.00348
"T889XXD","Inpatient",7103.1909
"T889XXD","Outpatient",277.30383
"T889XXS","Inpatient",6331.6011
"T889XXS","Outpatient",243.22542
"W010XXD","Inpatient",8636.8076
"W010XXD","Outpatient",NA
"W1830XD","Inpatient",9135.7207
"W1830XD","Outpatient",NA
"W19XXXA","Inpatient",8779.54
"W19XXXA","Outpatient",75.232941
"W19XXXD","Inpatient",8194.2393
"W19XXXD","Outpatient",NA
"W19XXXS","Inpatient",9580.9541
"W19XXXS","Outpatient",NA
"Z0000","Inpatient",804.50128
"Z0000","Outpatient",157.22478
"Z0001","Inpatient",92.941566
"Z0001","Outpatient",175.68565
"Z00110","Inpatient",NA
"Z00110","Outpatient",102.25562
"Z00111","Inpatient",NA
"Z00111","Outpatient",125.24538
"Z00121","Inpatient",NA
"Z00121","Outpatient",137.34384
"Z00129","Inpatient",NA
"Z00129","Outpatient",120.34824
"Z002","Inpatient",NA
"Z002","Outpatient",65.155197
"Z005","Inpatient",237.82797
"Z005","Outpatient",486.67923
"Z006","Inpatient",6569.4087
"Z006","Outpatient",1462.3893
"Z008","Inpatient",668.72864
"Z008","Outpatient",207.30168
"Z0100","Inpatient",141.26941
"Z0100","Outpatient",143.83311
"Z0101","Inpatient",NA
"Z0101","Outpatient",162.57365
"Z0110","Inpatient",NA
"Z0110","Outpatient",149.92897
"Z01110","Inpatient",NA
"Z01110","Outpatient",162.24352
"Z01118","Inpatient",NA
"Z01118","Outpatient",173.99307
"Z0112","Inpatient",NA
"Z0112","Outpatient",140.53772
"Z0120","Inpatient",53.212917
"Z0120","Outpatient",211.15479
"Z0121","Inpatient",NA
"Z0121","Outpatient",448.97534
"Z0130","Inpatient",230.55078
"Z0130","Outpatient",129.6803
"Z0131","Inpatient",667.69788
"Z0131","Outpatient",169.9816
"Z01411","Inpatient",63.133335
"Z01411","Outpatient",119.44804
"Z01419","Inpatient",55.106667
"Z01419","Outpatient",100.53362
"Z0142","Inpatient",NA
"Z0142","Outpatient",103.63861
"Z01810","Inpatient",107.91841
"Z01810","Outpatient",269.73288
"Z01811","Inpatient",37.424244
"Z01811","Outpatient",90.775116
"Z01812","Inpatient",109.99512
"Z01812","Outpatient",89.655724
"Z01818","Inpatient",53.394184
"Z01818","Outpatient",144.25093
"Z0182","Inpatient",45.910751
"Z0182","Outpatient",209.02243
"Z0183","Inpatient",71.978584
"Z0183","Outpatient",320.57159
"Z0184","Inpatient",70.983742
"Z0184","Outpatient",76.50386
"Z0189","Inpatient",108.97705
"Z0189","Outpatient",137.26668
"Z020","Inpatient",27.391922
"Z020","Outpatient",137.91132
"Z021","Inpatient",395.32813
"Z021","Outpatient",136.95299
"Z022","Inpatient",44.160057
"Z022","Outpatient",178.49078
"Z023","Inpatient",NA
"Z023","Outpatient",336.4295
"Z024","Inpatient",NA
"Z024","Outpatient",167.69714
"Z025","Inpatient",NA
"Z025","Outpatient",150.92191
"Z026","Inpatient",NA
"Z026","Outpatient",165.85432
"Z0271","Inpatient",1751.3235
"Z0271","Outpatient",153.9225
"Z0279","Inpatient",144.16667
"Z0279","Outpatient",156.1973
"Z0281","Inpatient",NA
"Z0281","Outpatient",86.592567
"Z0282","Inpatient",NA
"Z0282","Outpatient",142.66722
"Z0283","Inpatient",253.93892
"Z0283","Outpatient",127.25555
"Z0289","Inpatient",53.733158
"Z0289","Outpatient",194.00397
"Z029","Inpatient",326.68085
"Z029","Outpatient",154.61844
"Z036","Inpatient",3157.593
"Z036","Outpatient",296.91962
"Z0371","Inpatient",NA
"Z0371","Outpatient",217.95569
"Z0372","Inpatient",NA
"Z0372","Outpatient",120.96951
"Z0373","Inpatient",NA
"Z0373","Outpatient",192.5634
"Z0374","Inpatient",NA
"Z0374","Outpatient",137.07565
"Z0375","Inpatient",NA
"Z0375","Outpatient",178.54744
"Z0379","Inpatient",NA
"Z0379","Outpatient",248.43687
"Z03810","Inpatient",NA
"Z03810","Outpatient",169.34113
"Z03818","Inpatient",NA
"Z03818","Outpatient",192.70514
"Z0389","Inpatient",185.19029
"Z0389","Outpatient",251.7009
"Z041","Inpatient",577.10748
"Z041","Outpatient",317.41925
"Z042","Inpatient",2019.4801
"Z042","Outpatient",272.26443
"Z043","Inpatient",224.12703
"Z043","Outpatient",273.66824
"Z0441","Inpatient",5054.0557
"Z0441","Outpatient",389.83679
"Z046","Inpatient",6216.0713
"Z046","Outpatient",466.77753
"Z0471","Inpatient",4622.6816
"Z0471","Outpatient",389.60889
"Z0472","Inpatient",NA
"Z0472","Outpatient",85.203575
"Z048","Inpatient",301.10196
"Z048","Outpatient",306.44778
"Z0481","Inpatient",NA
"Z0481","Outpatient",183.97667
"Z0489","Inpatient",742.95807
"Z0489","Outpatient",334.75287
"Z049","Inpatient",225.87746
"Z049","Outpatient",257.12277
"Z050","Inpatient",NA
"Z050","Outpatient",127.60875
"Z051","Inpatient",NA
"Z051","Outpatient",1174.4133
"Z058","Inpatient",NA
"Z058","Outpatient",527.70703
"Z059","Inpatient",NA
"Z059","Outpatient",140.31563
"Z08","Inpatient",353.88507
"Z08","Outpatient",251.65193
"Z09","Inpatient",105.08509
"Z09","Outpatient",228.36688
"Z110","Inpatient",7083.2632
"Z110","Outpatient",130.72377
"Z111","Inpatient",4563.1294
"Z111","Outpatient",105.93703
"Z112","Inpatient",630.40118
"Z112","Outpatient",157.31171
"Z113","Inpatient",NA
"Z113","Outpatient",139.96399
"Z114","Inpatient",NA
"Z114","Outpatient",163.9906
"Z1151","Inpatient",NA
"Z1151","Outpatient",99.938141
"Z1159","Inpatient",233.23351
"Z1159","Outpatient",76.728455
"Z116","Inpatient",NA
"Z116","Outpatient",108.43749
"Z117","Inpatient",NA
"Z117","Outpatient",79.935295
"Z118","Inpatient",NA
"Z118","Outpatient",108.85672
"Z119","Inpatient",476.44214
"Z119","Outpatient",81.73172
"Z120","Inpatient",725.21112
"Z120","Outpatient",503.92126
"Z1210","Inpatient",120.46
"Z1210","Outpatient",158.8828
"Z1211","Inpatient",227.64049
"Z1211","Outpatient",734.56714
"Z1212","Inpatient",190.3353
"Z1212","Outpatient",55.583317
"Z1213","Inpatient",NA
"Z1213","Outpatient",376.50604
"Z122","Inpatient",120.88943
"Z122","Outpatient",114.59042
"Z1231","Inpatient",49.602085
"Z1231","Outpatient",142.90552
"Z1239","Inpatient",78.407204
"Z1239","Outpatient",170.34444
"Z124","Inpatient",71.52417
"Z124","Outpatient",74.642372
"Z125","Inpatient",2302.6707
"Z125","Outpatient",76.416428
"Z126","Inpatient",NA
"Z126","Outpatient",452.48422
"Z1271","Inpatient",NA
"Z1271","Outpatient",223.58324
"Z1272","Inpatient",NA
"Z1272","Outpatient",56.769093
"Z1273","Inpatient",NA
"Z1273","Outpatient",152.88872
"Z1279","Inpatient",NA
"Z1279","Outpatient",119.22306
"Z1281","Inpatient",NA
"Z1281","Outpatient",220.65787
"Z1282","Inpatient",153.76846
"Z1282","Outpatient",373.72614
"Z1283","Inpatient",NA
"Z1283","Outpatient",171.52704
"Z1289","Inpatient",278.22031
"Z1289","Outpatient",337.75952
"Z129","Inpatient",140.72472
"Z129","Outpatient",202.53992
"Z130","Inpatient",533.32233
"Z130","Outpatient",106.73222
"Z131","Inpatient",1814.8986
"Z131","Outpatient",81.040886
"Z1321","Inpatient",2915.1785
"Z1321","Outpatient",101.70484
"Z13220","Inpatient",29.024445
"Z13220","Outpatient",70.576042
"Z13228","Inpatient",43.413078
"Z13228","Outpatient",81.752823
"Z1329","Inpatient",70.372177
"Z1329","Outpatient",108.10198
"Z1330","Inpatient",88.284348
"Z1330","Outpatient",227.51532
"Z1331","Inpatient",2733.9001
"Z1331","Outpatient",121.60005
"Z1332","Inpatient",NA
"Z1332","Outpatient",39.016499
"Z1339","Inpatient",NA
"Z1339","Outpatient",160.23207
"Z134","Inpatient",NA
"Z134","Outpatient",113.76822
"Z1340","Inpatient",NA
