"icd10","visit_type2","monthly_expenditure"
"M75121","Inpatient",NA
"M75121","Outpatient",500.29086
"M75122","Inpatient",NA
"M75122","Outpatient",561.6601
"M7521","Inpatient",NA
"M7521","Outpatient",494.88254
"M7522","Inpatient",NA
"M7522","Outpatient",530.32263
"M7541","Inpatient",NA
"M7541","Outpatient",358.40955
"M7542","Inpatient",NA
"M7542","Outpatient",345.27911
"M7551","Inpatient",NA
"M7551","Outpatient",179.31462
"M7552","Inpatient",NA
"M7552","Outpatient",186.43977
"M791","Inpatient",405.36139
"M791","Outpatient",14.413831
"M7910","Inpatient",NA
"M7910","Outpatient",-47.999367
"M7918","Inpatient",NA
"M7918","Outpatient",37.152927
"M792","Inpatient",1592.0216
"M792","Outpatient",128.96745
"M79601","Inpatient",NA
"M79601","Outpatient",152.70137
"M79602","Inpatient",NA
"M79602","Outpatient",140.37105
"M79604","Inpatient",647.0863
"M79604","Outpatient",119.64031
"M79605","Inpatient",409.78702
"M79605","Outpatient",89.7491
"M79606","Inpatient",NA
"M79606","Outpatient",230.5343
"M79609","Inpatient",NA
"M79609","Outpatient",219.94075
"M79641","Inpatient",NA
"M79641","Outpatient",59.006474
"M79642","Inpatient",NA
"M79642","Outpatient",55.977955
"M79661","Inpatient",NA
"M79661","Outpatient",140.30389
"M79662","Inpatient",NA
"M79662","Outpatient",124.8913
"M79671","Inpatient",NA
"M79671","Outpatient",73.764381
"M79672","Inpatient",NA
"M79672","Outpatient",61.666367
"M79674","Inpatient",NA
"M79674","Outpatient",5.0218239
"M797","Inpatient",-156.77365
"M797","Outpatient",14.280512
"M7981","Inpatient",1195.6462
"M7981","Outpatient",NA
"M7989","Inpatient",527.93811
"M7989","Outpatient",124.73974
"M8008XA","Inpatient",NA
"M8008XA","Outpatient",2469.709
"M8088XA","Inpatient",NA
"M8088XA","Outpatient",2358.6897
"M810","Inpatient",623.96985
"M810","Outpatient",168.60182
"M818","Inpatient",423.3074
"M818","Outpatient",106.29705
"M8580","Inpatient",850.09351
"M8580","Outpatient",-45.873844
"M8588","Inpatient",NA
"M8588","Outpatient",-6.8329949
"M8589","Inpatient",NA
"M8589","Outpatient",0.3353231
"M86171","Inpatient",1579.51
"M86171","Outpatient",NA
"M86172","Inpatient",1749.4803
"M86172","Outpatient",NA
"M868X7","Inpatient",3066.2891
"M868X7","Outpatient",1388.5533
"M868X8","Inpatient",7836.0327
"M868X8","Outpatient",NA
"M869","Inpatient",2153.291
"M869","Outpatient",731.94897
"M899","Inpatient",NA
"M899","Outpatient",103.66827
"M960","Inpatient",17007.176
"M960","Outpatient",NA
"M961","Inpatient",3484.6648
"M961","Outpatient",637.29755
"M9901","Inpatient",NA
"M9901","Outpatient",65.322197
"M9902","Inpatient",NA
"M9902","Outpatient",49.082825
"M9903","Inpatient",NA
"M9903","Outpatient",56.425888
"M9904","Inpatient",NA
"M9904","Outpatient",38.532551
"N10","Inpatient",-333.86823
"N10","Outpatient",NA
"N12","Inpatient",78.07502
"N12","Outpatient",266.72354
"N131","Inpatient",2013.3835
"N131","Outpatient",791.40753
"N132","Inpatient",997.88129
"N132","Outpatient",679.32709
"N1330","Inpatient",329.81335
"N1330","Outpatient",294.9079
"N135","Inpatient",NA
"N135","Outpatient",754.30554
"N136","Inpatient",694.84509
"N136","Outpatient",NA
"N138","Inpatient",628.17841
"N138","Outpatient",411.22626
"N139","Inpatient",-579.88373
"N139","Outpatient",NA
"N141","Inpatient",1605.6196
"N141","Outpatient",NA
"N170","Inpatient",5173.5464
"N170","Outpatient",NA
"N178","Inpatient",-671.53351
"N178","Outpatient",NA
"N179","Inpatient",100.93716
"N179","Outpatient",131.77628
"N181","Inpatient",NA
"N181","Outpatient",22.174936
"N182","Inpatient",611.1853
"N182","Outpatient",-6.6993279
"N183","Inpatient",-213.03253
"N183","Outpatient",-28.798967
"N184","Inpatient",-339.84412
"N184","Outpatient",-38.32185
"N185","Inpatient",-473.3241
"N185","Outpatient",-17.599707
"N186","Inpatient",-210.26326
"N186","Outpatient",2232.8394
"N189","Inpatient",771.02441
"N189","Outpatient",73.188522
"N19","Inpatient",-372.23767
"N19","Outpatient",290.75702
"N200","Inpatient",-196.22049
"N200","Outpatient",235.57965
"N201","Inpatient",NA
"N201","Outpatient",886.76385
"N202","Inpatient",NA
"N202","Outpatient",829.77466
"N210","Inpatient",NA
"N210","Outpatient",722.29291
"N250","Inpatient",1076.0718
"N250","Outpatient",-14.849552
"N2581","Inpatient",725.65546
"N2581","Outpatient",459.35101
"N2589","Inpatient",NA
"N2589","Outpatient",185.46103
"N259","Inpatient",NA
"N259","Outpatient",-17.810997
"N281","Inpatient",-595.48645
"N281","Outpatient",8.3951416
"N2889","Inpatient",840.44373
"N2889","Outpatient",169.99445
"N289","Inpatient",578.01715
"N289","Outpatient",34.653294
"N3000","Inpatient",-685.57086
"N3000","Outpatient",74.906082
"N3001","Inpatient",-1111.9662
"N3001","Outpatient",58.680542
"N3010","Inpatient",NA
"N3010","Outpatient",234.7897
"N3020","Inpatient",NA
"N3020","Outpatient",189.28493
"N3090","Inpatient",187.85071
"N3090","Outpatient",105.29565
"N319","Inpatient",-230.97862
"N319","Outpatient",242.29544
"N320","Inpatient",-153.79979
"N320","Outpatient",320.08737
"N3281","Inpatient",69.563599
"N3281","Outpatient",203.03578
"N3289","Inpatient",675.12885
"N3289","Outpatient",372.84854
"N359","Inpatient",633.47498
"N359","Outpatient",320.46695
"N390","Inpatient",735.78815
"N390","Outpatient",69.392998
"N393","Inpatient",1039.3464
"N393","Outpatient",512.05133
"N3941","Inpatient",481.69135
"N3941","Outpatient",363.77051
"N3946","Inpatient",NA
"N3946","Outpatient",217.53117
"N39498","Inpatient",1741.7822
"N39498","Outpatient",NA
"N400","Inpatient",644.52917
"N400","Outpatient",141.89658
"N401","Inpatient",26.53968
"N401","Outpatient",119.45724
"N433","Inpatient",NA
"N433","Outpatient",299.44418
"N508","Inpatient",1845.0531
"N508","Outpatient",NA
"N5089","Inpatient",1571.8541
"N5089","Outpatient",NA
"N529","Inpatient",677.23718
"N529","Outpatient",167.71367
"N62","Inpatient",NA
"N62","Outpatient",466.99197
"N63","Inpatient",NA
"N63","Outpatient",338.01041
"N644","Inpatient",NA
"N644","Outpatient",61.389568
"N6489","Inpatient",NA
"N6489","Outpatient",263.92203
"N72","Inpatient",NA
"N72","Outpatient",1211.9364
"N760","Inpatient",NA
"N760","Outpatient",124.16808
"N800","Inpatient",NA
"N800","Outpatient",3965.866
"N8110","Inpatient",NA
"N8110","Outpatient",320.35037
"N8111","Inpatient",NA
"N8111","Outpatient",190.75613
"N812","Inpatient",NA
"N812","Outpatient",418.93506
"N813","Inpatient",NA
"N813","Outpatient",699.29016
"N814","Inpatient",NA
"N814","Outpatient",448.34998
"N816","Inpatient",NA
"N816","Outpatient",621.87616
"N8320","Inpatient",NA
"N8320","Outpatient",330.81934
"N838","Inpatient",NA
"N838","Outpatient",1564.6785
"N840","Inpatient",NA
"N840","Outpatient",1184.1819
"N898","Inpatient",NA
"N898","Outpatient",79.565819
"N939","Inpatient",NA
"N939","Outpatient",245.16391
"N950","Inpatient",NA
"N950","Outpatient",293.5578
"N951","Inpatient",NA
"N951","Outpatient",35.828533
"N952","Inpatient",NA
"N952","Outpatient",27.064713
"N993","Inpatient",NA
"N993","Outpatient",875.61127
"Q211","Inpatient",4519.0298
"Q211","Outpatient",588.3338
"Q231","Inpatient",8088.5054
"Q231","Outpatient",NA
"Q613","Inpatient",650.92072
"Q613","Outpatient",NA
"Q909","Inpatient",2357.6433
"Q909","Outpatient",NA
"R000","Inpatient",1324.0673
"R000","Outpatient",249.88112
"R001","Inpatient",1006.4789
"R001","Outpatient",359.82663
"R002","Inpatient",NA
"R002","Outpatient",200.76845
"R011","Inpatient",489.14572
"R011","Outpatient",169.30644
"R030","Inpatient",2406.6958
"R030","Outpatient",91.7033
"R040","Inpatient",1210.5841
"R040","Outpatient",182.62209
"R042","Inpatient",2086.5903
"R042","Outpatient",152.16632
"R05","Inpatient",12.562255
"R05","Outpatient",36.979832
"R0600","Inpatient",-391.51288
"R0600","Outpatient",201.93315
"R0602","Inpatient",-549.61859
"R0602","Outpatient",238.11975
"R0603","Inpatient",780.84796
"R0603","Outpatient",570.44189
"R0609","Inpatient",NA
"R0609","Outpatient",138.97598
"R062","Inpatient",NA
"R062","Outpatient",29.913376
"R0683","Inpatient",NA
"R0683","Outpatient",252.55081
"R0689","Inpatient",1720.1208
"R0689","Outpatient",273.57422
"R069","Inpatient",NA
"R069","Outpatient",258.71735
"R072","Inpatient",NA
"R072","Outpatient",377.37286
"R0781","Inpatient",NA
"R0781","Outpatient",43.092319
"R0789","Inpatient",-300.77396
"R0789","Outpatient",287.45139
"R079","Inpatient",-240.2225
"R079","Outpatient",350.17526
"R0902","Inpatient",598.19232
"R0902","Outpatient",148.74918
"R0981","Inpatient",NA
"R0981","Outpatient",-33.455936
"R0989","Inpatient",NA
"R0989","Outpatient",158.13451
"R1010","Inpatient",NA
"R1010","Outpatient",209.64948
"R1011","Inpatient",NA
"R1011","Outpatient",177.45932
"R1012","Inpatient",NA
"R1012","Outpatient",172.8774
"R1013","Inpatient",-153.6924
"R1013","Outpatient",151.21732
"R102","Inpatient",NA
"R102","Outpatient",207.70422
"R1030","Inpatient",NA
"R1030","Outpatient",178.35677
"R1031","Inpatient",NA
"R1031","Outpatient",241.48358
"R1032","Inpatient",NA
"R1032","Outpatient",185.18797
"R1084","Inpatient",NA
"R1084","Outpatient",238.48947
"R109","Inpatient",-423.87689
"R109","Outpatient",203.17499
"R110","Inpatient",1112.1942
"R110","Outpatient",210.981
"R1110","Inpatient",509.47073
"R1110","Outpatient",190.99121
"R112","Inpatient",-33.087601
"R112","Outpatient",541.22083
"R12","Inpatient",NA
"R12","Outpatient",102.64578
"R1310","Inpatient",939.79773
"R1310","Outpatient",183.53246
"R1311","Inpatient",779.24927
"R1311","Outpatient",218.95792
"R1312","Inpatient",443.69086
"R1312","Outpatient",304.23618
"R1313","Inpatient",532.25409
"R1313","Outpatient",151.67441
"R1314","Inpatient",-317.23492
"R1314","Outpatient",138.66182
"R1319","Inpatient",646.71521
"R1319","Outpatient",157.38365
"R140","Inpatient",779.8938
"R140","Outpatient",75.550392
"R159","Inpatient",2742.8538
"R159","Outpatient",359.272
"R160","Inpatient",NA
"R160","Outpatient",204.42799
"R161","Inpatient",256.91089
"R161","Outpatient",119.25407
"R17","Inpatient",1050.974
"R17","Outpatient",121.69398
"R180","Inpatient",119.29438
"R180","Outpatient",NA
"R188","Inpatient",945.6637
"R188","Outpatient",530.8866
"R1900","Inpatient",NA
"R1900","Outpatient",302.64072
"R194","Inpatient",NA
"R194","Outpatient",173.81061
"R195","Inpatient",-881.28674
"R195","Outpatient",69.179878
"R197","Inpatient",567.41888
"R197","Outpatient",78.580116
"R200","Inpatient",585.8515
"R200","Outpatient",80.992722
"R202","Inpatient",854.04987
"R202","Outpatient",90.727242
"R208","Inpatient",NA
"R208","Outpatient",74.455948
"R209","Inpatient",NA
"R209","Outpatient",102.56033
"R21","Inpatient",2157.853
"R21","Outpatient",80.699554
"R220","Inpatient",NA
"R220","Outpatient",304.64456
"R221","Inpatient",NA
"R221","Outpatient",282.49042
"R222","Inpatient",NA
"R222","Outpatient",293.87476
"R251","Inpatient",374.02905
"R251","Outpatient",83.094742
"R252","Inpatient",3434.863
"R252","Outpatient",43.518852
"R260","Inpatient",2171.0649
"R260","Outpatient",283.28995
"R262","Inpatient",1165.7079
"R262","Outpatient",272.17673
"R2681","Inpatient",110.21093
"R2681","Outpatient",183.76273
"R2689","Inpatient",1341.0077
"R2689","Outpatient",194.16479
"R269","Inpatient",1955.5129
"R269","Outpatient",136.61169
"R270","Inpatient",743.11285
"R270","Outpatient",222.80367
"R278","Inpatient",327.86197
"R278","Outpatient",429.89246
"R279","Inpatient",-63.546692
"R279","Outpatient",460.86322
"R293","Inpatient",360.43835
"R293","Outpatient",-24.462635
"R296","Inpatient",21.846424
"R296","Outpatient",123.31745
"R29700","Inpatient",-980.9657
"R29700","Outpatient",NA
"R29810","Inpatient",708.05182
"R29810","Outpatient",777.59247
"R29898","Inpatient",752.49725
"R29898","Outpatient",-15.200362
"R300","Inpatient",806.52673
"R300","Outpatient",13.059799
"R310","Inpatient",-129.05618
"R310","Outpatient",270.42578
"R312","Inpatient",NA
"R312","Outpatient",134.4595
"R3129","Inpatient",77.940117
"R3129","Outpatient",96.17337
"R319","Inpatient",539.37976
"R319","Outpatient",101.73356
"R32","Inpatient",1248.3678
"R32","Outpatient",125.02177
"R338","Inpatient",1061.0267
"R338","Outpatient",474.89975
"R339","Inpatient",1129.9819
"R339","Outpatient",324.59879
"R34","Inpatient",3321.1008
"R34","Outpatient",NA
"R350","Inpatient",1519.7499
"R350","Outpatient",68.469284
"R351","Inpatient",805.67377
"R351","Outpatient",17.572781
"R3912","Inpatient",NA
"R3912","Outpatient",154.24063
"R3914","Inpatient",NA
"R3914","Outpatient",211.92322
"R3915","Inpatient",1372.9154
"R3915","Outpatient",164.42592
"R399","Inpatient",NA
"R399","Outpatient",5.8355279
"R400","Inpatient",728.79944
"R400","Outpatient",244.11336
"R4020","Inpatient",1103.0239
"R4020","Outpatient",NA
"R402112","Inpatient",869.22705
"R402112","Outpatient",NA
"R402142","Inpatient",-252.35628
"R402142","Outpatient",NA
"R402143","Inpatient",290.20154
"R402143","Outpatient",NA
"R402212","Inpatient",758.8963
"R402212","Outpatient",NA
"R402213","Inpatient",3432.8962
"R402213","Outpatient",NA
"R402214","Inpatient",8475.4199
"R402214","Outpatient",NA
"R402252","Inpatient",444.45868
"R402252","Outpatient",NA
"R402253","Inpatient",-194.75851
"R402253","Outpatient",NA
"R402362","Inpatient",240.8788
"R402362","Outpatient",NA
"R402363","Inpatient",971.3894
"R402363","Outpatient",NA
"R404","Inpatient",NA
"R404","Outpatient",395.99451
"R410","Inpatient",543.39154
"R410","Outpatient",201.03949
"R413","Inpatient",967.3728
"R413","Outpatient",62.802872
"R414","Inpatient",4161.1987
"R414","Outpatient",NA
"R4182","Inpatient",-454.27081
"R4182","Outpatient",412.07098
"R41841","Inpatient",-45.382557
"R41841","Outpatient",501.25699
"R4189","Inpatient",1965.8094
"R4189","Outpatient",123.09573
"R419","Inpatient",1702.9681
"R419","Outpatient",NA
"R42","Inpatient",-183.45645
"R42","Outpatient",153.04205
"R441","Inpatient",1030.4508
"R441","Outpatient",NA
"R443","Inpatient",761.76263
"R443","Outpatient",NA
"R451","Inpatient",1490.6136
"R451","Outpatient",258.3038
"R45851","Inpatient",1141.9707
"R45851","Outpatient",693.46161
"R4701","Inpatient",1166.5425
"R4701","Outpatient",398.28375
"R4702","Inpatient",-310.7644
"R4702","Outpatient",NA
"R471","Inpatient",1039.4576
"R471","Outpatient",230.68329
"R4781","Inpatient",-424.44196
"R4781","Outpatient",496.04419
"R488","Inpatient",-536.82721
"R488","Outpatient",426.79175
"R489","Inpatient",-290.08975
"R489","Outpatient",291.9425
"R490","Inpatient",1975.7443
"R490","Outpatient",180.15344
"R5081","Inpatient",4453.0742
"R5081","Outpatient",NA
"R5082","Inpatient",4178.1558
"R5082","Outpatient",NA
"R509","Inpatient",695.32294
"R509","Outpatient",202.9644
"R51","Inpatient",347.57196
"R51","Outpatient",173.90312
"R52","Inpatient",-467.67255
"R52","Outpatient",240.0397
"R530","Inpatient",NA
"R530","Outpatient",15.300302
"R531","Inpatient",562.14764
"R531","Outpatient",220.57219
"R532","Inpatient",2511.3242
"R532","Outpatient",NA
"R5381","Inpatient",1529.4459
"R5381","Outpatient",70.857536
"R5382","Inpatient",NA
"R5382","Outpatient",25.637394
"R5383","Inpatient",426.86792
"R5383","Outpatient",37.134678
"R54","Inpatient",-309.44644
"R54","Outpatient",46.707043
"R55","Inpatient",-156.61256
"R55","Outpatient",458.10913
"R569","Inpatient",568.97754
"R569","Outpatient",253.99559
"R570","Inpatient",12296.026
"R570","Outpatient",NA
"R571","Inpatient",2194.3091
"R571","Outpatient",NA
"R578","Inpatient",7802.9507
"R578","Outpatient",NA
"R579","Inpatient",887.0979
"R579","Outpatient",NA
"R58","Inpatient",NA
"R58","Outpatient",405.44186
"R590","Inpatient",1384.5754
"R590","Outpatient",339.31335
"R591","Inpatient",1844.4172
"R591","Outpatient",425.32416
"R599","Inpatient",NA
"R599","Outpatient",394.55527
"R600","Inpatient",766.16779
"R600","Outpatient",38.444374
"R601","Inpatient",-71.372665
"R601","Outpatient",66.260414
"R609","Inpatient",103.80801
"R609","Outpatient",-5.8290138
"R61","Inpatient",NA
"R61","Outpatient",5.6086102
"R6250","Inpatient",2641.2783
"R6250","Outpatient",NA
"R627","Inpatient",-201.45934
"R627","Outpatient",89.300659
"R630","Inpatient",22.702444
"R630","Outpatient",-125.48636
"R633","Inpatient",1802.1857
"R633","Outpatient",230.34032
"R634","Inpatient",46.408386
"R634","Outpatient",-17.663399
"R635","Inpatient",NA
"R635","Outpatient",-68.787674
"R636","Inpatient",1595.0806
"R636","Outpatient",NA
"R64","Inpatient",688.17676
"R64","Outpatient",37.767448
"R6510","Inpatient",485.75565
"R6510","Outpatient",NA
"R6520","Inpatient",1153.1564
"R6520","Outpatient",NA
"R6521","Inpatient",4667.4409
"R6521","Outpatient",576.58545
"R680","Inpatient",-966.83606
"R680","Outpatient",NA
"R6883","Inpatient",NA
"R6883","Outpatient",-19.911346
"R6884","Inpatient",NA
"R6884","Outpatient",184.38861
"R6889","Inpatient",1155.3041
"R6889","Outpatient",129.76729
"R7301","Inpatient",NA
"R7301","Outpatient",-41.094624
"R7302","Inpatient",NA
"R7302","Outpatient",-62.618221
"R7303","Inpatient",2173.4065
"R7303","Outpatient",-22.971033
"R7309","Inpatient",2264.2119
"R7309","Outpatient",0.20275989
"R739","Inpatient",2301.1792
"R739","Outpatient",-9.1800356
"R740","Inpatient",806.72913
"R740","Outpatient",116.94617
"R748","Inpatient",-1007.3311
"R748","Outpatient",52.674168
"R768","Inpatient",NA
"R768","Outpatient",17.560368
"R7881","Inpatient",-234.62994
"R7881","Outpatient",368.43365
"R791","Inpatient",-242.91946
"R791","Outpatient",329.11438
"R7989","Inpatient",-475.02686
"R7989","Outpatient",121.05542
"R799","Inpatient",NA
"R799","Outpatient",61.984013
"R809","Inpatient",-334.71756
"R809","Outpatient",-123.49013
"R8271","Inpatient",118.63352
"R8271","Outpatient",NA
"R8290","Inpatient",NA
"R8290","Outpatient",30.074942
"R8299","Inpatient",NA
"R8299","Outpatient",21.958179
"R911","Inpatient",242.16888
"R911","Outpatient",115.07998
"R918","Inpatient",1041.2019
"R918","Outpatient",139.85684
"R920","Inpatient",NA
"R920","Outpatient",455.83597
"R921","Inpatient",NA
"R921","Outpatient",97.305687
"R922","Inpatient",NA
"R922","Outpatient",91.211662
"R928","Inpatient",NA
"R928","Outpatient",210.74292
"R930","Inpatient",NA
"R930","Outpatient",305.19513
"R931","Inpatient",NA
"R931","Outpatient",354.31363
"R933","Inpatient",NA
"R933","Outpatient",273.9935
"R935","Inpatient",NA
"R935","Outpatient",243.55327
"R938","Inpatient",NA
"R938","Outpatient",140.90173
"R9389","Inpatient",NA
"R9389","Outpatient",189.75543
"R9430","Inpatient",NA
"R9430","Outpatient",796.52527
"R9431","Inpatient",1597.1445
"R9431","Outpatient",425.84634
"R9439","Inpatient",NA
"R9439","Outpatient",1270.1069
"R944","Inpatient",NA
"R944","Outpatient",-19.035908
"R945","Inpatient",-43.042706
"R945","Outpatient",50.304905
"R946","Inpatient",NA
"R946","Outpatient",97.588882
"R972","Inpatient",NA
"R972","Outpatient",97.253403
"R9720","Inpatient",NA
"R9720","Outpatient",94.512833
"R9721","Inpatient",NA
"R9721","Outpatient",222.03357
"R978","Inpatient",NA
"R978","Outpatient",312.41397
"S0003XA","Inpatient",416.22363
"S0003XA","Outpatient",225.30421
"S0081XA","Inpatient",NA
"S0081XA","Outpatient",242.23007
"S0083XA","Inpatient",637.16064
"S0083XA","Outpatient",202.71838
"S0093XA","Inpatient",NA
"S0093XA","Outpatient",189.05417
"S0101XA","Inpatient",1553.318
"S0101XA","Outpatient",335.80441
"S0181XA","Inpatient",2235.0708
"S0181XA","Outpatient",376.17633
"S022XXA","Inpatient",NA
"S022XXA","Outpatient",492.33112
"S065X0A","Inpatient",2403.6318
"S065X0A","Outpatient",976.11536
"S065X0D","Inpatient",1671.1687
"S065X0D","Outpatient",NA
"S065X9A","Inpatient",2686.7205
"S065X9A","Outpatient",NA
"S066X0A","Inpatient",1471.8877
"S066X0A","Outpatient",NA
"S066X9A","Inpatient",3884.4678
"S066X9A","Outpatient",NA
"S098XXA","Inpatient",NA
"S098XXA","Outpatient",201.43694
"S0990XA","Inpatient",-109.07084
"S0990XA","Outpatient",340.80493
"S161XXA","Inpatient",NA
"S161XXA","Outpatient",49.34058
"S199XXA","Inpatient",NA
"S199XXA","Outpatient",342.80933
"S2241XA","Inpatient",1858.6807
"S2241XA","Outpatient",NA
"S2242XA","Inpatient",1944.6595
"S2242XA","Outpatient",NA
"S2243XA","Inpatient",6562.0034
"S2243XA","Outpatient",NA
"S270XXA","Inpatient",4785.9761
"S270XXA","Outpatient",NA
"S39012A","Inpatient",NA
"S39012A","Outpatient",39.039276
"S43431A","Inpatient",NA
"S43431A","Outpatient",1275.3372
"S46011A","Inpatient",NA
"S46011A","Outpatient",621.16632
"S52501A","Inpatient",NA
"S52501A","Outpatient",1215.9564
"S52502A","Inpatient",NA
"S52502A","Outpatient",864.9837
"S52571A","Inpatient",NA
"S52571A","Outpatient",2032.2161
"S52572A","Inpatient",NA
"S52572A","Outpatient",1868.1879
"S72001A","Inpatient",3414.0618
"S72001A","Outpatient",NA
"S72001D","Inpatient",1804.4261
"S72001D","Outpatient",NA
"S72002A","Inpatient",3517.3728
"S72002A","Outpatient",NA
"S72002D","Inpatient",1579.8152
"S72002D","Outpatient",NA
"S72011A","Inpatient",2775.9504
"S72011A","Outpatient",NA
"S72012A","Inpatient",2755.4641
"S72012A","Outpatient",NA
"S72141A","Inpatient",2951.7048
"S72141A","Outpatient",NA
"S72141D","Inpatient",2213.9617
"S72141D","Outpatient",NA
"S72142A","Inpatient",2973.6301
"S72142A","Outpatient",NA
"S72142D","Inpatient",2196.0725
"S72142D","Outpatient",NA
"S8001XA","Inpatient",NA
"S8001XA","Outpatient",75.000839
"S8002XA","Inpatient",NA
"S8002XA","Outpatient",48.710369
"S81801A","Inpatient",NA
"S81801A","Outpatient",329.53979
"S81802A","Inpatient",NA
"S81802A","Outpatient",288.82797
"S83241A","Inpatient",NA
"S83241A","Outpatient",810.33087
"S83242A","Inpatient",NA
"S83242A","Outpatient",811.96179
"T07","Inpatient",NA
"T07","Outpatient",598.40302
"T148","Inpatient",NA
"T148","Outpatient",232.03436
"T148XXA","Inpatient",NA
"T148XXA","Outpatient",256.29337
"T1490","Inpatient",NA
"T1490","Outpatient",398.44284
"T17590A","Inpatient",11856.882
"T17590A","Outpatient",NA
"T17890A","Inpatient",9770.9131
"T17890A","Outpatient",NA
"T17990A","Inpatient",4230.333
"T17990A","Outpatient",NA
"T368X5A","Inpatient",608.49744
"T368X5A","Outpatient",NA
"T380X5A","Inpatient",1049.4895
"T380X5A","Outpatient",NA
"T402X5A","Inpatient",1375.5959
"T402X5A","Outpatient",NA
"T40605A","Inpatient",782.38855
"T40605A","Outpatient",NA
"T451X5A","Inpatient",655.68286
"T451X5A","Outpatient",-120.98596
"T451X5D","Inpatient",NA
"T451X5D","Outpatient",57.805424
"T451X5S","Inpatient",NA
"T451X5S","Outpatient",402.07883
"T45515A","Inpatient",-1305.1646
"T45515A","Outpatient",NA
"T501X5A","Inpatient",-565.07684
"T501X5A","Outpatient",NA
"T502X5A","Inpatient",-1169.7463
"T502X5A","Outpatient",NA
"T508X5A","Inpatient",2119.52
"T508X5A","Outpatient",NA
"T50905A","Inpatient",84.947029
"T50905A","Outpatient",231.1024
"T7840XA","Inpatient",NA
"T7840XA","Outpatient",236.41254
"T80211A","Inpatient",6191.9063
"T80211A","Outpatient",NA
"T8111XA","Inpatient",37630.207
"T8111XA","Outpatient",NA
"T8119XA","Inpatient",15627.25
"T8119XA","Outpatient",NA
"T8130XA","Inpatient",4379.6816
"T8130XA","Outpatient",NA
"T8131XA","Inpatient",6476.8105
"T8131XA","Outpatient",666.05664
"T8132XA","Inpatient",10586.425
"T8132XA","Outpatient",NA
"T8141XA","Inpatient",4140.2515
"T8141XA","Outpatient",NA
"T8143XA","Inpatient",5800.0864
"T8143XA","Outpatient",NA
"T8144XA","Inpatient",6839.2456
"T8144XA","Outpatient",NA
"T8149XA","Inpatient",3321.5715
"T8149XA","Outpatient",NA
"T814XXA","Inpatient",4764.9653
"T814XXA","Outpatient",565.37445
"T8189XA","Inpatient",3262.9941
"T8189XA","Outpatient",763.95715
"T82110A","Inpatient",NA
"T82110A","Outpatient",6535.4644
"T82111A","Inpatient",NA
"T82111A","Outpatient",9740.7734
"T8249XA","Inpatient",NA
"T8249XA","Outpatient",1245.5988
"T82590A","Inpatient",NA
"T82590A","Outpatient",1650.5536
"T827XXA","Inpatient",4077.4143
"T827XXA","Outpatient",642.47534
"T82838A","Inpatient",4705.1064
"T82838A","Outpatient",NA
"T82855A","Inpatient",6011.7622
"T82855A","Outpatient",3520.4402
"T82856A","Inpatient",NA
"T82856A","Outpatient",2893.0791
"T82857A","Inpatient",7665.438
"T82857A","Outpatient",3226.8696
"T82858A","Inpatient",5216.228
"T82858A","Outpatient",2778.9871
"T82868A","Inpatient",7177.2935
"T82868A","Outpatient",3929.845
"T82898A","Inpatient",4120.7324
"T82898A","Outpatient",1356.5773
"T83511A","Inpatient",-1006.5125
"T83511A","Outpatient",NA
"T83518A","Inpatient",-774.41711
"T83518A","Outpatient",NA
"T8351XA","Inpatient",-880.11786
"T8351XA","Outpatient",NA
"T8453XA","Inpatient",7133.1587
"T8453XA","Outpatient",NA
"T8484XA","Inpatient",NA
"T8484XA","Outpatient",609.82166
"T8579XA","Inpatient",4610.4185
"T8579XA","Outpatient",NA
"T8612","Inpatient",4015.6631
"T8612","Outpatient",NA
"T8619","Inpatient",6155.6768
"T8619","Outpatient",NA
"W19XXXD","Inpatient",270.85352
"W19XXXD","Outpatient",NA
"Z0000","Inpatient",NA
"Z0000","Outpatient",20.079309
"Z0001","Inpatient",NA
"Z0001","Outpatient",54.704033
"Z006","Inpatient",28931.344
"Z006","Outpatient",-175.41502
"Z01419","Inpatient",NA
"Z01419","Outpatient",48.155716
"Z01810","Inpatient",NA
"Z01810","Outpatient",764.47614
"Z01812","Inpatient",NA
"Z01812","Outpatient",454.02518
"Z01818","Inpatient",NA
"Z01818","Outpatient",884.64886
"Z0189","Inpatient",NA
"Z0189","Outpatient",222.10945
"Z0389","Inpatient",NA
"Z0389","Outpatient",349.87085
"Z08","Inpatient",NA
"Z08","Outpatient",-207.90598
"Z09","Inpatient",NA
"Z09","Outpatient",141.46779
"Z111","Inpatient",-246.577
"Z111","Outpatient",13.919144
"Z1159","Inpatient",NA
"Z1159","Outpatient",-39.713173
"Z1211","Inpatient",NA
"Z1211","Outpatient",155.47737
"Z1212","Inpatient",NA
"Z1212","Outpatient",-1.468747
"Z1231","Inpatient",NA
"Z1231","Outpatient",77.54705
"Z1239","Inpatient",NA
"Z1239","Outpatient",-59.481899
"Z124","Inpatient",NA
"Z124","Outpatient",52.876514
"Z125","Inpatient",NA
"Z125","Outpatient",-73.293594
"Z131","Inpatient",NA
"Z131","Outpatient",-56.084587
"Z13220","Inpatient",NA
"Z13220","Outpatient",-107.59116
"Z1331","Inpatient",NA
"Z1331","Outpatient",-34.538628
"Z136","Inpatient",NA
"Z136","Outpatient",26.041937
"Z13820","Inpatient",NA
